№,Province,District,Sub-District,Neighbourhood,Zip Code
40402,OSMANİYE,SUMBAS,SUMBAS,KARAÖMERLİ MAH.,80900
40403,OSMANİYE,TOPRAKKALE,MERKEZKÖYLER,ARSLANPINARI KÖYÜ,80950
40404,OSMANİYE,TOPRAKKALE,MERKEZKÖYLER,BÜYÜKTÜYSÜZ KÖYÜ,80950
40405,OSMANİYE,TOPRAKKALE,MERKEZKÖYLER,LALEGÖLÜ KÖYÜ,80950
40406,OSMANİYE,TOPRAKKALE,MERKEZKÖYLER,SAYHÜYÜĞÜ KÖYÜ,80950
40407,OSMANİYE,TOPRAKKALE,MERKEZKÖYLER,SAZLIK KÖYÜ,80950
40408,OSMANİYE,TOPRAKKALE,TOPRAKKALE,DAGISTAN MAH.,80950
40409,OSMANİYE,TOPRAKKALE,TOPRAKKALE,FATİHSULTANMEHMET MAH.,80950
40410,OSMANİYE,TOPRAKKALE,TOPRAKKALE,GÖÇMENLER MAH.,80950
40411,OSMANİYE,TOPRAKKALE,TOPRAKKALE,KARATAŞ MAH.,80950
40412,OSMANİYE,TOPRAKKALE,TOPRAKKALE,KIŞLA MAH.,80950
40413,OSMANİYE,TOPRAKKALE,TOPRAKKALE,KUMARLI MAH.,80950
40414,OSMANİYE,TOPRAKKALE,TOPRAKKALE,TEPE MAH.,80950
40415,OSMANİYE,TOPRAKKALE,TÜYSÜZ,CUMHURİYET MAH.,80990
40416,OSMANİYE,TOPRAKKALE,TÜYSÜZ,FATİH MAH.,80990
40417,RİZE,ARDEŞEN,ARDEŞEN,ARDEŞEN MAH.,53400
40418,RİZE,ARDEŞEN,ARDEŞEN,BAHAR MAH.,53400
40419,RİZE,ARDEŞEN,ARDEŞEN,BARIŞ MAH.,53400
40420,RİZE,ARDEŞEN,ARDEŞEN,BAŞ MAH.,53400
40421,RİZE,ARDEŞEN,ARDEŞEN,CAMİ MAH.,53400
40422,RİZE,ARDEŞEN,ARDEŞEN,CUMHURİYET MAH.,53400
40423,RİZE,ARDEŞEN,ARDEŞEN,ÇAYKUR MAH.,53400
40424,RİZE,ARDEŞEN,ARDEŞEN,ÇİFTEKAVAK MAH.,53400
40425,RİZE,ARDEŞEN,ARDEŞEN,DENİZ MAH.,53400
40426,RİZE,ARDEŞEN,ARDEŞEN,DÜZ MAH.,53400
40427,RİZE,ARDEŞEN,ARDEŞEN,ELMALIK MAH.,53400
40428,RİZE,ARDEŞEN,ARDEŞEN,FATİH MAH.,53400
40429,RİZE,ARDEŞEN,ARDEŞEN,FIRTINA MAH.,53400
40430,RİZE,ARDEŞEN,ARDEŞEN,KAHVECİLER MAH.,53400
40431,RİZE,ARDEŞEN,ARDEŞEN,KAVAKLIDERE MAH.,53400
40432,RİZE,ARDEŞEN,ARDEŞEN,KUZEY MAH.,53400
40433,RİZE,ARDEŞEN,ARDEŞEN,MÜFTÜ MAH.,53400
40434,RİZE,ARDEŞEN,ARDEŞEN,ŞENTEPE MAH.,53400
40435,RİZE,ARDEŞEN,ARDEŞEN,TAŞBAŞI MAH.,53400
40436,RİZE,ARDEŞEN,ARDEŞEN,YAVUZSELİM MAH.,53400
40437,RİZE,ARDEŞEN,ARDEŞEN,YAYLA MAH.,53400
40438,RİZE,ARDEŞEN,ARDEŞEN,YENİ MAH.,53400
40439,RİZE,ARDEŞEN,MERKEZKÖYLER,AKDERE KÖYÜ,53480
40440,RİZE,ARDEŞEN,MERKEZKÖYLER,AKKAYA KÖYÜ,53480
40441,RİZE,ARDEŞEN,MERKEZKÖYLER,ARMAĞAN KÖYÜ,53480
40442,RİZE,ARDEŞEN,MERKEZKÖYLER,AŞAĞIDURAK KÖYÜ,53480
40443,RİZE,ARDEŞEN,MERKEZKÖYLER,BAYIRCIK KÖYÜ,53480
40444,RİZE,ARDEŞEN,MERKEZKÖYLER,BEYAZKAYA KÖYÜ,53480
40445,RİZE,ARDEŞEN,MERKEZKÖYLER,ÇIRAKLAR KÖYÜ,53480
40446,RİZE,ARDEŞEN,MERKEZKÖYLER,DOĞANAY KÖYÜ,53480
40447,RİZE,ARDEŞEN,MERKEZKÖYLER,DUYGULU KÖYÜ,53480
40448,RİZE,ARDEŞEN,MERKEZKÖYLER,ESKİARMUTLUK KÖYÜ,53480
40449,RİZE,ARDEŞEN,MERKEZKÖYLER,GÜNDOĞAN KÖYÜ,53480
40450,RİZE,ARDEŞEN,MERKEZKÖYLER,GÜNEY KÖYÜ,53480
40451,RİZE,ARDEŞEN,MERKEZKÖYLER,HOŞDERE KÖYÜ,53480
40452,RİZE,ARDEŞEN,MERKEZKÖYLER,IŞIKLI KÖYÜ,53480
40453,RİZE,ARDEŞEN,MERKEZKÖYLER,KİRAZLIK KÖYÜ,53480
40454,RİZE,ARDEŞEN,MERKEZKÖYLER,KÖPRÜKÖY KÖYÜ,53480
40455,RİZE,ARDEŞEN,MERKEZKÖYLER,KURTULUŞ KÖYÜ,53480
40456,RİZE,ARDEŞEN,MERKEZKÖYLER,KÜÇÜKKÖY KÖYÜ,53480
40457,RİZE,ARDEŞEN,MERKEZKÖYLER,MANGANEZ KÖYÜ,53480
40458,RİZE,ARDEŞEN,MERKEZKÖYLER,ORTAALAN KÖYÜ,53480
40459,RİZE,ARDEŞEN,MERKEZKÖYLER,ÖZGÜRKÖY KÖYÜ,53480
40460,RİZE,ARDEŞEN,MERKEZKÖYLER,PINARLI KÖYÜ,53480
40461,RİZE,ARDEŞEN,MERKEZKÖYLER,PİRİNÇLİK KÖYÜ,53480
40462,RİZE,ARDEŞEN,MERKEZKÖYLER,SERİNDERE KÖYÜ,53480
40463,RİZE,ARDEŞEN,MERKEZKÖYLER,SESLİKAYA KÖYÜ,53480
40464,RİZE,ARDEŞEN,MERKEZKÖYLER,SİNAN KÖYÜ,53480
40465,RİZE,ARDEŞEN,MERKEZKÖYLER,ŞEHİTLİK KÖYÜ,53480
40466,RİZE,ARDEŞEN,MERKEZKÖYLER,ŞENDERE KÖYÜ,53480
40467,RİZE,ARDEŞEN,MERKEZKÖYLER,ŞENYAMAÇ KÖYÜ,53480
40468,RİZE,ARDEŞEN,MERKEZKÖYLER,ŞENYURT KÖYÜ,53480
40469,RİZE,ARDEŞEN,MERKEZKÖYLER,YAMAÇDERE KÖYÜ,53480
40470,RİZE,ARDEŞEN,MERKEZKÖYLER,YAVUZ KÖYÜ,53480
40471,RİZE,ARDEŞEN,MERKEZKÖYLER,YENİKÖY KÖYÜ,53480
40472,RİZE,ARDEŞEN,MERKEZKÖYLER,YENİYOL KÖYÜ,53480
40473,RİZE,ARDEŞEN,MERKEZKÖYLER,YEŞİLTEPE KÖYÜ,53480
40474,RİZE,ARDEŞEN,MERKEZKÖYLER,YUKARIDURAK KÖYÜ,53480
40475,RİZE,ARDEŞEN,MERKEZKÖYLER,YURTSEVER KÖYÜ,53480
40476,RİZE,ARDEŞEN,MERKEZKÖYLER,ZEYTİNLİK KÖYÜ,53480
40477,RİZE,ARDEŞEN,TUNCA,ADA MAH.,53490
40478,RİZE,ARDEŞEN,TUNCA,ESENTEPE MAH.,53490
40479,RİZE,ARDEŞEN,TUNCA,KONAK MAH.,53490
40480,RİZE,ARDEŞEN,TUNCA,MERKEZ MAH.,53490
40481,RİZE,ARDEŞEN,TUNCA,ŞENYUVA MAH.,53490
40482,RİZE,ÇAMLIHEMŞİN,ÇAMLIHEMŞİN,AŞAĞIÇAMLICA MAH.,53750
40483,RİZE,ÇAMLIHEMŞİN,ÇAMLIHEMŞİN,AŞAĞIŞİMŞİRLİ MAH.,53750
40484,RİZE,ÇAMLIHEMŞİN,ÇAMLIHEMŞİN,ÇAMLIHEMŞİN MAH.,53750
40485,RİZE,ÇAMLIHEMŞİN,ÇAMLIHEMŞİN,KADIKÖY MAH.,53750
40486,RİZE,ÇAMLIHEMŞİN,ÇAMLIHEMŞİN,KAPLICA MAH.,53750
40487,RİZE,ÇAMLIHEMŞİN,ÇAMLIHEMŞİN,KAVAK MAH.,53750
40488,RİZE,ÇAMLIHEMŞİN,ÇAMLIHEMŞİN,KONAKLAR MAH.,53750
40489,RİZE,ÇAMLIHEMŞİN,ÇAMLIHEMŞİN,SIRT MAH.,53750
40490,RİZE,ÇAMLIHEMŞİN,ÇAMLIHEMŞİN,YAĞMURLU MAH.,53750
40491,RİZE,ÇAMLIHEMŞİN,ÇAMLIHEMŞİN,YUKARIÇAMLICA MAH.,53750
40492,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,AŞAĞIŞİMŞİRLİ KÖYÜ,53780
40493,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,BEHİCE KÖYÜ,53780
40494,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,BOĞAZİÇİ KÖYÜ,53780
40495,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,ÇATKÖY KÖYÜ,53780
40496,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,ÇAYIRDÜZÜ KÖYÜ,53780
40497,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,DİKKAYA KÖYÜ,53780
40498,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,GÜLLÜKÖY KÖYÜ,53780
40499,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,GÜROLUK KÖYÜ,53780
40500,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,HİSARCIK KÖYÜ,53780
40501,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,KADIKÖY KÖYÜ,53780
40502,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,KALE KÖYÜ,53780
40503,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,KAPLICA KÖYÜ,53780
40504,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,KÖPRÜBAŞI KÖYÜ,53780
40505,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,MEYDANKÖY KÖYÜ,53780
40506,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,MURATKÖY KÖYÜ,53780
40507,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,ORTAKLAR KÖYÜ,53780
40508,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,ORTANKÖY KÖYÜ,53780
40509,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,ORTAYAYLA KÖYÜ,53780
40510,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,SIRAKÖY KÖYÜ,53780
40511,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,ŞENKÖY KÖYÜ,53780
40512,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,ŞENYUVA KÖYÜ,53780
40513,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,TOPLUCA KÖYÜ,53780
40514,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,ÜLKÜ KÖYÜ,53780
40515,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,YAYLAKÖY KÖYÜ,53780
40516,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,YAZLIK KÖYÜ,53780
40517,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,YOLKIYI KÖYÜ,53780
40518,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,YUKARIŞİMŞİRLİ KÖYÜ,53780
40519,RİZE,ÇAMLIHEMŞİN,MERKEZKÖYLER,ZİLKALE KÖYÜ,53780
40520,RİZE,ÇAYELİ,BÜYÜKKÖY,ALTINTAŞ MAH.,53210
40521,RİZE,ÇAYELİ,BÜYÜKKÖY,ARKADERE MAH.,53210
40522,RİZE,ÇAYELİ,BÜYÜKKÖY,ARMUTLU KÖYÜ,53210
40523,RİZE,ÇAYELİ,BÜYÜKKÖY,AŞAĞIÇAYCILAR MAH.,53210
40524,RİZE,ÇAYELİ,BÜYÜKKÖY,AVLU MAH.,53210
40525,RİZE,ÇAYELİ,BÜYÜKKÖY,BEŞİKÇİLER KÖYÜ,53210
40526,RİZE,ÇAYELİ,BÜYÜKKÖY,ÇAVUŞLU MAH.,53210
40527,RİZE,ÇAYELİ,BÜYÜKKÖY,ÇEŞMELİ KÖYÜ,53210
40528,RİZE,ÇAYELİ,BÜYÜKKÖY,DEMİRCİLER MAH.,53210
40529,RİZE,ÇAYELİ,BÜYÜKKÖY,DERECİK KÖYÜ,53210
40530,RİZE,ÇAYELİ,BÜYÜKKÖY,GÜMÜŞTAŞ MAH.,53210
40531,RİZE,ÇAYELİ,BÜYÜKKÖY,GÜRGENLİ KÖYÜ,53210
40532,RİZE,ÇAYELİ,BÜYÜKKÖY,KARAAĞAÇ KÖYÜ,53210
40533,RİZE,ÇAYELİ,BÜYÜKKÖY,KİRAZLIK MAH.,53210
40534,RİZE,ÇAYELİ,BÜYÜKKÖY,MERKEZ MAH.,53210
40535,RİZE,ÇAYELİ,BÜYÜKKÖY,SOĞUKSU MAH.,53210
40536,RİZE,ÇAYELİ,BÜYÜKKÖY,YILDIZELİ KÖYÜ,53210
40537,RİZE,ÇAYELİ,BÜYÜKKÖY,YUKARIÇAYCILAR MAH.,53210
40538,RİZE,ÇAYELİ,ÇAYELİ,ADALAR MAH.,53200
40539,RİZE,ÇAYELİ,ÇAYELİ,BÜYÜKCAFERPAŞA MAH.,53200
40540,RİZE,ÇAYELİ,ÇAYELİ,BÜYÜKTAŞHANE MAH.,53200
40541,RİZE,ÇAYELİ,ÇAYELİ,ÇATAKLIHOCA MAH.,53200
40542,RİZE,ÇAYELİ,ÇAYELİ,ESKİPAZAR MAH.,53200
40543,RİZE,ÇAYELİ,ÇAYELİ,HASSADIKLAR MAH.,53200
40544,RİZE,ÇAYELİ,ÇAYELİ,KESMETAŞ MAH.,53200
40545,RİZE,ÇAYELİ,ÇAYELİ,KÜÇÜKÇAFERPAŞA MAH.,53200
40546,RİZE,ÇAYELİ,ÇAYELİ,KÜÇÜKTAŞHANE MAH.,53200
40547,RİZE,ÇAYELİ,ÇAYELİ,LİMANKÖY MAH.,53200
40548,RİZE,ÇAYELİ,ÇAYELİ,SABUNCULAR MAH.,53200
40549,RİZE,ÇAYELİ,ÇAYELİ,ŞAİRLER MAH.,53200
40550,RİZE,ÇAYELİ,ÇAYELİ,TAŞHANE MAH.,53200
40551,RİZE,ÇAYELİ,ÇAYELİ,YAKA MAH.,53200
40552,RİZE,ÇAYELİ,ÇAYELİ,YALI MAH.,53200
40553,RİZE,ÇAYELİ,ÇAYELİ,YENİCAMİ MAH.,53200
40554,RİZE,ÇAYELİ,ÇAYELİ,YENİPAZAR MAH.,53200
40555,RİZE,ÇAYELİ,KAPTANPAŞA,BAŞKÖY KÖYÜ,53270
40556,RİZE,ÇAYELİ,KAPTANPAŞA,BUZLUPINAR KÖYÜ,53270
40557,RİZE,ÇAYELİ,KAPTANPAŞA,ÇATALDERE KÖYÜ,53270
40558,RİZE,ÇAYELİ,KAPTANPAŞA,ÇUKURLUHOCA KÖYÜ,53270
40559,RİZE,ÇAYELİ,KAPTANPAŞA,GÜRPINAR KÖYÜ,53270
40560,RİZE,ÇAYELİ,KAPTANPAŞA,İNCESU KÖYÜ,53270
40561,RİZE,ÇAYELİ,KAPTANPAŞA,KAPTANPAŞA MAH.,53270
40562,RİZE,ÇAYELİ,KAPTANPAŞA,ORMANCIK KÖYÜ,53270
40563,RİZE,ÇAYELİ,KAPTANPAŞA,SESLİDERE KÖYÜ,53270
40564,RİZE,ÇAYELİ,KAPTANPAŞA,UZUNDERE KÖYÜ,53270
40565,RİZE,ÇAYELİ,KAPTANPAŞA,YENİCE KÖYÜ,53270
40566,RİZE,ÇAYELİ,KAPTANPAŞA,YEŞİLTEPE KÖYÜ,53270
40567,RİZE,ÇAYELİ,MADENLİ,ALOĞLU MAH.,53220
40568,RİZE,ÇAYELİ,MADENLİ,ÇAMLICA MAH.,53220
40569,RİZE,ÇAYELİ,MADENLİ,HABİBOĞLU MAH.,53220
40570,RİZE,ÇAYELİ,MADENLİ,KAZANCILAR MAH.,53220
40571,RİZE,ÇAYELİ,MADENLİ,MADEN MAH.,53220
40572,RİZE,ÇAYELİ,MADENLİ,MERKEZ MAH.,53220
40573,RİZE,ÇAYELİ,MADENLİ,TOPKAYA MAH.,53220
40574,RİZE,ÇAYELİ,MADENLİ,YAZICILAR MAH.,53220
40575,RİZE,ÇAYELİ,MERKEZKÖYLER,ABDULLAHHOCA KÖYÜ,53260
40576,RİZE,ÇAYELİ,MERKEZKÖYLER,ARMUTLU KÖYÜ,53260
40577,RİZE,ÇAYELİ,MERKEZKÖYLER,AŞIKLAR KÖYÜ,53260
40578,RİZE,ÇAYELİ,MERKEZKÖYLER,BAŞKÖY KÖYÜ,53260
40579,RİZE,ÇAYELİ,MERKEZKÖYLER,BEŞİKÇİLER KÖYÜ,53260
40580,RİZE,ÇAYELİ,MERKEZKÖYLER,BEYAZSU KÖYÜ,53260
40581,RİZE,ÇAYELİ,MERKEZKÖYLER,BUZLUPINAR KÖYÜ,53260
40582,RİZE,ÇAYELİ,MERKEZKÖYLER,ÇATALDERE KÖYÜ,53260
40583,RİZE,ÇAYELİ,MERKEZKÖYLER,ÇEŞMELİ KÖYÜ,53260
40584,RİZE,ÇAYELİ,MERKEZKÖYLER,ÇINARTEPE KÖYÜ,53260
40585,RİZE,ÇAYELİ,MERKEZKÖYLER,ÇİLİNGİR KÖYÜ,53260
40586,RİZE,ÇAYELİ,MERKEZKÖYLER,ÇUKURLUHOCA KÖYÜ,53260
40587,RİZE,ÇAYELİ,MERKEZKÖYLER,DEMİRHİSAR KÖYÜ,53260
40588,RİZE,ÇAYELİ,MERKEZKÖYLER,DERECİK KÖYÜ,53260
40589,RİZE,ÇAYELİ,MERKEZKÖYLER,DÜZGEÇİT KÖYÜ,53260
40590,RİZE,ÇAYELİ,MERKEZKÖYLER,ERDEMLİ KÖYÜ,53260
40591,RİZE,ÇAYELİ,MERKEZKÖYLER,ERENLER KÖYÜ,53260
40592,RİZE,ÇAYELİ,MERKEZKÖYLER,ESENDAĞ KÖYÜ,53260
40593,RİZE,ÇAYELİ,MERKEZKÖYLER,GEMİCİLER KÖYÜ,53260
40594,RİZE,ÇAYELİ,MERKEZKÖYLER,GÜRGENLİ KÖYÜ,53260
40595,RİZE,ÇAYELİ,MERKEZKÖYLER,GÜRPINAR KÖYÜ,53260
40596,RİZE,ÇAYELİ,MERKEZKÖYLER,GÜZELTEPE KÖYÜ,53260
40597,RİZE,ÇAYELİ,MERKEZKÖYLER,HAREMTEPE KÖYÜ,53260
40598,RİZE,ÇAYELİ,MERKEZKÖYLER,İNCESIRT KÖYÜ,53260
40599,RİZE,ÇAYELİ,MERKEZKÖYLER,İNCESU KÖYÜ,53260
40600,RİZE,ÇAYELİ,MERKEZKÖYLER,KAÇKAR KÖYÜ,53260
40601,RİZE,ÇAYELİ,MERKEZKÖYLER,KARAAĞAÇ KÖYÜ,53260
40602,RİZE,ÇAYELİ,MERKEZKÖYLER,KEMERKÖY KÖYÜ,53260
40603,RİZE,ÇAYELİ,MERKEZKÖYLER,KESTANELİK KÖYÜ,53260
40604,RİZE,ÇAYELİ,MERKEZKÖYLER,KÖPRÜBAŞI KÖYÜ,53260
40605,RİZE,ÇAYELİ,MERKEZKÖYLER,LATİFLİ KÖYÜ,53260
40606,RİZE,ÇAYELİ,MERKEZKÖYLER,MALTEPE KÖYÜ,53260
40607,RİZE,ÇAYELİ,MERKEZKÖYLER,MUSADAĞI KÖYÜ,53260
40608,RİZE,ÇAYELİ,MERKEZKÖYLER,ORMANCIK KÖYÜ,53260
40609,RİZE,ÇAYELİ,MERKEZKÖYLER,ORTAKÖY KÖYÜ,53260
40610,RİZE,ÇAYELİ,MERKEZKÖYLER,SARISU KÖYÜ,53260
40611,RİZE,ÇAYELİ,MERKEZKÖYLER,SEFALI KÖYÜ,53260
40612,RİZE,ÇAYELİ,MERKEZKÖYLER,SELİMİYE KÖYÜ,53260
40613,RİZE,ÇAYELİ,MERKEZKÖYLER,SESLİDERE KÖYÜ,53260
40614,RİZE,ÇAYELİ,MERKEZKÖYLER,SIRTKÖY KÖYÜ,53260
40615,RİZE,ÇAYELİ,MERKEZKÖYLER,ŞİRİNKÖY KÖYÜ,53260
40616,RİZE,ÇAYELİ,MERKEZKÖYLER,UZUNDERE KÖYÜ,53260
40617,RİZE,ÇAYELİ,MERKEZKÖYLER,YAMAÇ KÖYÜ,53260
40618,RİZE,ÇAYELİ,MERKEZKÖYLER,YANIKDAĞ KÖYÜ,53260
40619,RİZE,ÇAYELİ,MERKEZKÖYLER,YAVUZLAR KÖYÜ,53260
40620,RİZE,ÇAYELİ,MERKEZKÖYLER,YENİCE KÖYÜ,53260
40621,RİZE,ÇAYELİ,MERKEZKÖYLER,YENİHİSAR KÖYÜ,53260
40622,RİZE,ÇAYELİ,MERKEZKÖYLER,YENİTEPE KÖYÜ,53260
40623,RİZE,ÇAYELİ,MERKEZKÖYLER,YEŞİLIRMAK KÖYÜ,53260
40624,RİZE,ÇAYELİ,MERKEZKÖYLER,YEŞİLTEPE KÖYÜ,53260
40625,RİZE,ÇAYELİ,MERKEZKÖYLER,YILDIZELİ KÖYÜ,53260
40626,RİZE,ÇAYELİ,MERKEZKÖYLER,ZAFER KÖYÜ,53260
40627,RİZE,DEREPAZARI,DEREPAZARI,ÇALIŞKANLAR MAH.,53900
40628,RİZE,DEREPAZARI,DEREPAZARI,ERİKLİMANI MAH.,53900
40629,RİZE,DEREPAZARI,DEREPAZARI,FIÇICILAR MAH.,53900
40630,RİZE,DEREPAZARI,DEREPAZARI,MERKEZ MAH.,53900
40631,RİZE,DEREPAZARI,DEREPAZARI,SARIYER MAH.,53900
40632,RİZE,DEREPAZARI,DEREPAZARI,SUBAŞI MAH.,53900
40633,RİZE,DEREPAZARI,DEREPAZARI,TERSANE MAH.,53900
40634,RİZE,DEREPAZARI,MERKEZKÖYLER,BAHATTİNPAŞA KÖYÜ,53940
40635,RİZE,DEREPAZARI,MERKEZKÖYLER,BÜRÜCEK KÖYÜ,53940
40636,RİZE,DEREPAZARI,MERKEZKÖYLER,ÇAKMAKÇILAR KÖYÜ,53940
40637,RİZE,DEREPAZARI,MERKEZKÖYLER,ÇEŞMEKÖY KÖYÜ,53940
40638,RİZE,DEREPAZARI,MERKEZKÖYLER,ÇUKURLU KÖYÜ,53940
40639,RİZE,DEREPAZARI,MERKEZKÖYLER,ESENTEPE KÖYÜ,53940
40640,RİZE,DEREPAZARI,MERKEZKÖYLER,KİRAZDAĞI KÖYÜ,53940
40641,RİZE,DEREPAZARI,MERKEZKÖYLER,MALTEPE KÖYÜ,53940
40642,RİZE,DEREPAZARI,MERKEZKÖYLER,SANDIKTAŞ KÖYÜ,53940
40643,RİZE,DEREPAZARI,MERKEZKÖYLER,UZUNKAYA KÖYÜ,53940
40644,RİZE,DEREPAZARI,MERKEZKÖYLER,YANIKTAŞ KÖYÜ,53940
40645,RİZE,FINDIKLI,FINDIKLI,AKSU MAH.,53700
40646,RİZE,FINDIKLI,FINDIKLI,FINDIKLI MAH.,53700
40647,RİZE,FINDIKLI,FINDIKLI,HÜRRİYET MAH.,53700
40648,RİZE,FINDIKLI,FINDIKLI,ILICA MAH.,53700
40649,RİZE,FINDIKLI,FINDIKLI,LİMAN MAH.,53700
40650,RİZE,FINDIKLI,FINDIKLI,SAHİL MAH.,53700
40651,RİZE,FINDIKLI,FINDIKLI,TATLISU MAH.,53700
40652,RİZE,FINDIKLI,FINDIKLI,YENİ MAH.,53700
40653,RİZE,FINDIKLI,MERKEZKÖYLER,ARILI KÖYÜ,53740
40654,RİZE,FINDIKLI,MERKEZKÖYLER,ARSLANDERE KÖYÜ,53740
40655,RİZE,FINDIKLI,MERKEZKÖYLER,AVCILAR KÖYÜ,53740
40656,RİZE,FINDIKLI,MERKEZKÖYLER,BEYDERE KÖYÜ,53740
40657,RİZE,FINDIKLI,MERKEZKÖYLER,CENNET KÖYÜ,53740
40658,RİZE,FINDIKLI,MERKEZKÖYLER,ÇAĞLAYAN KÖYÜ,53740
40659,RİZE,FINDIKLI,MERKEZKÖYLER,ÇINARLI KÖYÜ,53740
40660,RİZE,FINDIKLI,MERKEZKÖYLER,DERBENT KÖYÜ,53740
40661,RİZE,FINDIKLI,MERKEZKÖYLER,DOĞANAY KÖYÜ,53740
40662,RİZE,FINDIKLI,MERKEZKÖYLER,GÜRSU KÖYÜ,53740
40663,RİZE,FINDIKLI,MERKEZKÖYLER,HARA KÖYÜ,53740
40664,RİZE,FINDIKLI,MERKEZKÖYLER,IHLAMURLU KÖYÜ,53740
40665,RİZE,FINDIKLI,MERKEZKÖYLER,KARAALİ KÖYÜ,53740
40666,RİZE,FINDIKLI,MERKEZKÖYLER,KIYICIK KÖYÜ,53740
40667,RİZE,FINDIKLI,MERKEZKÖYLER,MEYVELİ KÖYÜ,53740
40668,RİZE,FINDIKLI,MERKEZKÖYLER,SAATKÖY KÖYÜ,53740
40669,RİZE,FINDIKLI,MERKEZKÖYLER,SULAK KÖYÜ,53740
40670,RİZE,FINDIKLI,MERKEZKÖYLER,SÜMER KÖYÜ,53740
40671,RİZE,FINDIKLI,MERKEZKÖYLER,TEPECİK KÖYÜ,53740
40672,RİZE,FINDIKLI,MERKEZKÖYLER,YAYLACILAR KÖYÜ,53740
40673,RİZE,FINDIKLI,MERKEZKÖYLER,YENİKÖY KÖYÜ,53740
40674,RİZE,FINDIKLI,MERKEZKÖYLER,YENİŞEHİTLİK KÖYÜ,53740
40675,RİZE,GÜNEYSU,GÜNEYSU,ADACAMİ MAH.,53350
40676,RİZE,GÜNEYSU,GÜNEYSU,AŞAĞIKİREMİT MAH.,53350
40677,RİZE,GÜNEYSU,GÜNEYSU,BİRLİK MAH.,53350
40678,RİZE,GÜNEYSU,GÜNEYSU,ESKİCAMİ MAH.,53350
40679,RİZE,GÜNEYSU,GÜNEYSU,GÜNEYSU MAH.,53350
40680,RİZE,GÜNEYSU,GÜNEYSU,KÜÇÜKCAMİİ MAH.,53350
40681,RİZE,GÜNEYSU,GÜNEYSU,ULUCAMİİ MAH.,53350
40682,RİZE,GÜNEYSU,MERKEZKÖYLER,ADACAMİ KÖYÜ,53390
40683,RİZE,GÜNEYSU,MERKEZKÖYLER,ASMALIIRMAK KÖYÜ,53390
40684,RİZE,GÜNEYSU,MERKEZKÖYLER,BALLIDERE KÖYÜ,53390
40685,RİZE,GÜNEYSU,MERKEZKÖYLER,BAŞARAN KÖYÜ,53390
40686,RİZE,GÜNEYSU,MERKEZKÖYLER,BAŞKÖY KÖYÜ,53390
40687,RİZE,GÜNEYSU,MERKEZKÖYLER,BULUTLU KÖYÜ,53390
40688,RİZE,GÜNEYSU,MERKEZKÖYLER,ÇAMLICA KÖYÜ,53390
40689,RİZE,GÜNEYSU,MERKEZKÖYLER,DUMANKAYA KÖYÜ,53390
40690,RİZE,GÜNEYSU,MERKEZKÖYLER,GÜNELİ KÖYÜ,53390
40691,RİZE,GÜNEYSU,MERKEZKÖYLER,GÜRGEN KÖYÜ,53390
40692,RİZE,GÜNEYSU,MERKEZKÖYLER,İSLAHİYE KÖYÜ,53390
40693,RİZE,GÜNEYSU,MERKEZKÖYLER,KIBLEDAĞI KÖYÜ,53390
40694,RİZE,GÜNEYSU,MERKEZKÖYLER,KİREMİT KÖYÜ,53390
40695,RİZE,GÜNEYSU,MERKEZKÖYLER,ORTAKÖY KÖYÜ,53390
40696,RİZE,GÜNEYSU,MERKEZKÖYLER,SELAMET KÖYÜ,53390
40697,RİZE,GÜNEYSU,MERKEZKÖYLER,TEPEBAŞI KÖYÜ,53390
40698,RİZE,GÜNEYSU,MERKEZKÖYLER,YARIMADA KÖYÜ,53390
